machine_id,line_id,factory_id,machine_type,brand,model,installation_date,machine_age_years,criticality,rated_capacity_units_per_hour,normal_temperature_c,warning_temperature_c,normal_rpm_min,normal_rpm_max,baseline_vibration_mm_s,base_failure_probability,machine_status
MCH0376,LIN005,FAC002,Packaging Line,Krones,KRO-277,2020-09-26,5.8,Low,452,40,65,700,1300,2.0,0.0309,Under Maintenance
MCH0377,LIN009,FAC003,Assembly Robot,ABB,ABB-943,2010-04-22,16.2,Medium,100,45,70,1400,2100,2.2,0.0595,Standby
MCH0378,LIN025,FAC009,Grinding Machine,Bosch Rexroth,BOS-263,2016-04-02,10.2,Medium,238,65,82,1500,2300,3.4,0.0431,Active
MCH0379,LIN027,FAC009,CNC Lathe,DMG Mori,DMG-301,2016-09-22,9.8,High,252,68,80,1600,2200,2.7,0.067,Standby
MCH0380,LIN003,FAC001,Injection Molding,Husky,HUS-396,2021-06-06,5.1,Low,436,55,75,1200,1900,3.0,0.029,Standby
MCH0381,LIN011,FAC004,Packaging Line,Krones,KRO-399,2016-05-02,10.2,Critical,117,40,65,700,1300,2.0,0.068,Active
MCH0382,LIN018,FAC006,Grinding Machine,Bosch Rexroth,BOS-766,2018-11-08,7.6,Medium,321,65,82,1500,2300,3.4,0.0359,Active
MCH0383,LIN005,FAC002,Industrial Furnace,Thermax,THE-837,2013-05-11,13.1,Low,443,350,520,0,0,1.5,0.051,Active
MCH0384,LIN021,FAC007,Hydraulic Press,Schuler,SCH-171,2018-11-14,7.6,Medium,120,60,78,800,1400,3.2,0.0359,Under Maintenance
MCH0385,LIN006,FAC002,Grinding Machine,Bosch Rexroth,BOS-447,2023-12-31,2.5,Critical,357,65,82,1500,2300,3.4,0.0469,Active
MCH0386,LIN012,FAC004,CNC Milling,Makino,MAK-176,2013-12-22,12.5,Medium,104,72,85,1800,2400,2.8,0.0494,Active
MCH0387,LIN005,FAC002,Grinding Machine,Bosch Rexroth,BOS-412,2017-12-09,8.6,High,299,65,82,1500,2300,3.4,0.0637,Active
MCH0388,LIN011,FAC004,Industrial Furnace,Thermax,THE-745,2012-02-04,14.4,Critical,341,350,520,0,0,1.5,0.0796,Active
MCH0389,LIN002,FAC001,CNC Milling,Makino,MAK-169,2024-01-31,2.4,Low,239,72,85,1800,2400,2.8,0.0216,Under Maintenance
MCH0390,LIN011,FAC004,Industrial Furnace,Thermax,THE-282,2017-05-12,9.1,Medium,439,350,520,0,0,1.5,0.04,Active
MCH0391,LIN007,FAC003,Assembly Robot,ABB,ABB-336,2021-09-12,4.8,High,104,45,70,1400,2100,2.2,0.0532,Active
MCH0392,LIN005,FAC002,Grinding Machine,Bosch Rexroth,BOS-923,2017-09-10,8.8,Medium,97,65,82,1500,2300,3.4,0.0392,Standby
MCH0393,LIN019,FAC007,Hydraulic Press,Schuler,SCH-922,2014-12-07,11.6,Medium,216,60,78,800,1400,3.2,0.0469,Active
MCH0394,LIN001,FAC001,Industrial Furnace,Thermax,THE-103,2023-04-14,3.2,High,435,350,520,0,0,1.5,0.0488,Under Maintenance
MCH0395,LIN004,FAC002,Hydraulic Press,Schuler,SCH-478,2013-03-16,13.3,High,246,60,78,800,1400,3.2,0.0766,Active
MCH0396,LIN028,FAC010,Industrial Furnace,Thermax,THE-344,2016-12-25,9.5,High,486,350,520,0,0,1.5,0.0661,Active
MCH0397,LIN010,FAC004,Packaging Line,Krones,KRO-458,2016-01-12,10.5,Medium,120,40,65,700,1300,2.0,0.0439,Standby
MCH0398,LIN029,FAC010,Industrial Furnace,Thermax,THE-294,2018-02-02,8.4,High,456,350,520,0,0,1.5,0.0631,Standby
MCH0399,LIN028,FAC010,Hydraulic Press,Schuler,SCH-653,2023-05-20,3.1,Critical,124,60,78,800,1400,3.2,0.0485,Under Maintenance
MCH0400,LIN002,FAC001,Injection Molding,Husky,HUS-295,2019-02-15,7.4,Low,433,55,75,1200,1900,3.0,0.0353,Standby
MCH0401,LIN015,FAC005,Injection Molding,Husky,HUS-558,2010-04-02,16.2,High,266,55,75,1200,1900,3.0,0.0846,Active
MCH0402,LIN028,FAC010,Grinding Machine,Bosch Rexroth,BOS-605,2021-06-14,5.0,Low,347,65,82,1500,2300,3.4,0.0287,Under Maintenance
MCH0403,LIN002,FAC001,Industrial Furnace,Thermax,THE-923,2012-07-19,13.9,Critical,410,350,520,0,0,1.5,0.0782,Standby
MCH0404,LIN007,FAC003,Packaging Line,Krones,KRO-449,2019-02-08,7.4,Low,202,40,65,700,1300,2.0,0.0353,Standby
MCH0405,LIN026,FAC009,Hydraulic Press,Schuler,SCH-807,2017-09-09,8.8,Medium,201,60,78,800,1400,3.2,0.0392,Under Maintenance
MCH0406,LIN002,FAC001,Packaging Line,Krones,KRO-108,2014-04-24,12.2,Low,371,40,65,700,1300,2.0,0.0485,Active
MCH0407,LIN018,FAC006,Grinding Machine,Bosch Rexroth,BOS-331,2013-07-07,13.0,Medium,147,65,82,1500,2300,3.4,0.0508,Under Maintenance
MCH0408,LIN009,FAC003,Assembly Robot,ABB,ABB-401,2017-05-04,9.2,Medium,195,45,70,1400,2100,2.2,0.0403,Under Maintenance
MCH0409,LIN021,FAC007,CNC Milling,Makino,MAK-146,2015-12-26,10.5,Medium,228,72,85,1800,2400,2.8,0.0439,Active
MCH0410,LIN016,FAC006,Hydraulic Press,Schuler,SCH-802,2019-02-03,7.4,Low,428,60,78,800,1400,3.2,0.0353,Active
MCH0411,LIN006,FAC002,Industrial Furnace,Thermax,THE-253,2012-04-19,14.2,Critical,118,350,520,0,0,1.5,0.0791,Under Maintenance
MCH0412,LIN021,FAC007,Industrial Furnace,Thermax,THE-858,2020-11-10,5.6,Medium,486,350,520,0,0,1.5,0.0304,Active
MCH0413,LIN022,FAC008,Hydraulic Press,Schuler,SCH-675,2019-02-16,7.4,Low,426,60,78,800,1400,3.2,0.0353,Active
MCH0414,LIN017,FAC006,Industrial Furnace,Thermax,THE-889,2022-02-06,4.4,High,179,350,520,0,0,1.5,0.0521,Standby
MCH0415,LIN008,FAC003,Hydraulic Press,Schuler,SCH-129,2023-03-08,3.3,High,308,60,78,800,1400,3.2,0.0491,Under Maintenance
MCH0416,LIN002,FAC001,CNC Lathe,DMG Mori,DMG-559,2015-01-08,11.5,Critical,255,68,80,1600,2200,2.7,0.0716,Under Maintenance
MCH0417,LIN001,FAC001,Grinding Machine,Bosch Rexroth,BOS-709,2011-01-21,15.4,Low,273,65,82,1500,2300,3.4,0.0573,Under Maintenance
MCH0418,LIN013,FAC005,Assembly Robot,ABB,ABB-708,2016-01-06,10.5,Critical,311,45,70,1400,2100,2.2,0.0689,Standby
MCH0419,LIN008,FAC003,Packaging Line,Krones,KRO-781,2019-09-02,6.8,Medium,475,40,65,700,1300,2.0,0.0337,Active
MCH0420,LIN015,FAC005,Packaging Line,Krones,KRO-293,2019-09-09,6.8,High,228,40,65,700,1300,2.0,0.0587,Active
MCH0421,LIN007,FAC003,Grinding Machine,Bosch Rexroth,BOS-690,2017-01-15,9.5,Critical,294,65,82,1500,2300,3.4,0.0661,Under Maintenance
MCH0422,LIN002,FAC001,Hydraulic Press,Schuler,SCH-353,2019-10-11,6.7,High,304,60,78,800,1400,3.2,0.0584,Active
MCH0423,LIN009,FAC003,Packaging Line,Krones,KRO-388,2016-03-26,10.3,Low,332,40,65,700,1300,2.0,0.0433,Under Maintenance
MCH0424,LIN022,FAC008,Injection Molding,Husky,HUS-569,2014-11-20,11.6,High,224,55,75,1200,1900,3.0,0.0719,Active
MCH0425,LIN014,FAC005,Grinding Machine,Bosch Rexroth,BOS-935,2014-03-30,12.3,Low,480,65,82,1500,2300,3.4,0.0488,Active
MCH0426,LIN009,FAC003,Grinding Machine,Bosch Rexroth,BOS-194,2012-02-16,14.4,High,141,65,82,1500,2300,3.4,0.0796,Standby
MCH0427,LIN027,FAC009,Injection Molding,Husky,HUS-648,2014-09-26,11.8,Low,174,55,75,1200,1900,3.0,0.0475,Active
MCH0428,LIN011,FAC004,Assembly Robot,ABB,ABB-755,2010-03-03,16.3,High,238,45,70,1400,2100,2.2,0.0848,Standby
MCH0429,LIN004,FAC002,Industrial Furnace,Thermax,THE-525,2014-11-12,11.6,Medium,421,350,520,0,0,1.5,0.0469,Standby
MCH0430,LIN016,FAC006,CNC Milling,Makino,MAK-874,2020-06-23,6.0,Medium,227,72,85,1800,2400,2.8,0.0315,Active
MCH0431,LIN023,FAC008,Injection Molding,Husky,HUS-565,2024-06-24,2.0,High,198,55,75,1200,1900,3.0,0.0455,Under Maintenance
MCH0432,LIN025,FAC009,Packaging Line,Krones,KRO-291,2017-11-17,8.6,Low,471,40,65,700,1300,2.0,0.0387,Under Maintenance
MCH0433,LIN022,FAC008,Hydraulic Press,Schuler,SCH-430,2018-05-22,8.1,Medium,451,60,78,800,1400,3.2,0.0373,Under Maintenance
MCH0434,LIN011,FAC004,CNC Lathe,DMG Mori,DMG-610,2019-11-12,6.6,Medium,145,68,80,1600,2200,2.7,0.0331,Under Maintenance
MCH0435,LIN027,FAC009,CNC Milling,Makino,MAK-242,2011-03-01,15.3,Critical,110,72,85,1800,2400,2.8,0.0821,Active
MCH0436,LIN013,FAC005,Grinding Machine,Bosch Rexroth,BOS-573,2014-03-01,12.3,Medium,186,65,82,1500,2300,3.4,0.0488,Under Maintenance
MCH0437,LIN015,FAC005,Grinding Machine,Bosch Rexroth,BOS-725,2018-10-18,7.7,Critical,326,65,82,1500,2300,3.4,0.0612,Active
MCH0438,LIN013,FAC005,Packaging Line,Krones,KRO-378,2014-06-01,12.1,Low,359,40,65,700,1300,2.0,0.0483,Standby
MCH0439,LIN026,FAC009,CNC Lathe,DMG Mori,DMG-385,2022-09-21,3.8,Medium,95,68,80,1600,2200,2.7,0.0255,Standby
MCH0440,LIN027,FAC009,Injection Molding,Husky,HUS-945,2020-07-23,5.9,High,319,55,75,1200,1900,3.0,0.0562,Active
MCH0441,LIN020,FAC007,Grinding Machine,Bosch Rexroth,BOS-466,2013-08-10,12.9,Medium,456,65,82,1500,2300,3.4,0.0505,Standby
MCH0442,LIN001,FAC001,CNC Milling,Makino,MAK-899,2015-09-10,10.8,Medium,362,72,85,1800,2400,2.8,0.0447,Active
MCH0443,LIN021,FAC007,CNC Milling,Makino,MAK-264,2021-02-23,5.3,High,290,72,85,1800,2400,2.8,0.0546,Standby
MCH0444,LIN012,FAC004,Industrial Furnace,Thermax,THE-711,2010-10-21,15.7,Medium,478,350,520,0,0,1.5,0.0582,Under Maintenance
MCH0445,LIN029,FAC010,Assembly Robot,ABB,ABB-252,2016-09-01,9.8,Low,259,45,70,1400,2100,2.2,0.042,Active
MCH0446,LIN004,FAC002,Grinding Machine,Bosch Rexroth,BOS-350,2011-01-19,15.4,Medium,353,65,82,1500,2300,3.4,0.0573,Under Maintenance
MCH0447,LIN011,FAC004,Injection Molding,Husky,HUS-708,2017-10-23,8.7,Low,103,55,75,1200,1900,3.0,0.0389,Active
MCH0448,LIN016,FAC006,CNC Milling,Makino,MAK-560,2021-11-05,4.6,High,289,72,85,1800,2400,2.8,0.0527,Active
MCH0449,LIN024,FAC008,Injection Molding,Husky,HUS-358,2020-10-13,5.7,Medium,470,55,75,1200,1900,3.0,0.0307,Standby
MCH0450,LIN022,FAC008,Packaging Line,Krones,KRO-272,2023-04-04,3.2,Low,418,40,65,700,1300,2.0,0.0238,Active
MCH0451,LIN013,FAC005,Hydraulic Press,Schuler,SCH-217,2016-06-12,10.0,High,418,60,78,800,1400,3.2,0.0675,Under Maintenance
MCH0452,LIN026,FAC009,CNC Milling,Makino,MAK-617,2020-02-20,6.4,High,452,72,85,1800,2400,2.8,0.0576,Under Maintenance
MCH0453,LIN010,FAC004,Industrial Furnace,Thermax,THE-963,2015-11-30,10.6,High,147,350,520,0,0,1.5,0.0692,Standby
MCH0454,LIN022,FAC008,Assembly Robot,ABB,ABB-268,2017-03-26,9.3,Medium,410,45,70,1400,2100,2.2,0.0406,Active
MCH0455,LIN030,FAC010,CNC Milling,Makino,MAK-337,2024-02-08,2.4,Medium,464,72,85,1800,2400,2.8,0.0216,Active
MCH0456,LIN003,FAC001,Packaging Line,Krones,KRO-377,2019-06-25,7.0,High,180,40,65,700,1300,2.0,0.0593,Active
MCH0457,LIN007,FAC003,CNC Lathe,DMG Mori,DMG-185,2019-12-08,6.6,Medium,287,68,80,1600,2200,2.7,0.0331,Standby
MCH0458,LIN007,FAC003,Industrial Furnace,Thermax,THE-202,2018-08-22,7.9,Medium,464,350,520,0,0,1.5,0.0367,Under Maintenance
MCH0459,LIN006,FAC002,CNC Lathe,DMG Mori,DMG-215,2010-05-11,16.1,Medium,108,68,80,1600,2200,2.7,0.0593,Active
MCH0460,LIN030,FAC010,Industrial Furnace,Thermax,THE-625,2014-03-01,12.3,Medium,310,350,520,0,0,1.5,0.0488,Active
MCH0461,LIN007,FAC003,CNC Milling,Makino,MAK-286,2010-09-28,15.8,Medium,439,72,85,1800,2400,2.8,0.0585,Standby
MCH0462,LIN016,FAC006,Packaging Line,Krones,KRO-618,2018-05-05,8.2,Medium,352,40,65,700,1300,2.0,0.0376,Under Maintenance
MCH0463,LIN018,FAC006,CNC Lathe,DMG Mori,DMG-113,2010-10-24,15.7,High,338,68,80,1600,2200,2.7,0.0832,Active
MCH0464,LIN002,FAC001,Hydraulic Press,Schuler,SCH-726,2014-06-23,12.0,Medium,450,60,78,800,1400,3.2,0.048,Active
MCH0465,LIN002,FAC001,Grinding Machine,Bosch Rexroth,BOS-611,2018-05-28,8.1,High,335,65,82,1500,2300,3.4,0.0623,Active
MCH0466,LIN005,FAC002,Injection Molding,Husky,HUS-263,2021-02-21,5.4,High,353,55,75,1200,1900,3.0,0.0549,Under Maintenance
MCH0467,LIN027,FAC009,Hydraulic Press,Schuler,SCH-459,2010-10-26,15.7,High,207,60,78,800,1400,3.2,0.0832,Active
MCH0468,LIN030,FAC010,CNC Lathe,DMG Mori,DMG-666,2018-12-30,7.5,Low,128,68,80,1600,2200,2.7,0.0356,Active
MCH0469,LIN025,FAC009,Assembly Robot,ABB,ABB-507,2014-06-13,12.0,Medium,493,45,70,1400,2100,2.2,0.048,Active
MCH0470,LIN002,FAC001,CNC Lathe,DMG Mori,DMG-741,2013-08-14,12.9,Low,105,68,80,1600,2200,2.7,0.0505,Under Maintenance
MCH0471,LIN013,FAC005,Grinding Machine,Bosch Rexroth,BOS-110,2012-07-31,13.9,Medium,411,65,82,1500,2300,3.4,0.0532,Active
MCH0472,LIN011,FAC004,Injection Molding,Husky,HUS-438,2013-05-29,13.1,High,90,55,75,1200,1900,3.0,0.076,Under Maintenance
MCH0473,LIN022,FAC008,CNC Milling,Makino,MAK-472,2012-01-04,14.5,Medium,308,72,85,1800,2400,2.8,0.0549,Under Maintenance
MCH0474,LIN003,FAC001,Hydraulic Press,Schuler,SCH-237,2019-07-18,7.0,Medium,208,60,78,800,1400,3.2,0.0343,Standby
MCH0475,LIN003,FAC001,Injection Molding,Husky,HUS-202,2024-12-03,1.6,High,142,55,75,1200,1900,3.0,0.0444,Active
MCH0476,LIN023,FAC008,Grinding Machine,Bosch Rexroth,BOS-877,2024-10-10,1.7,Critical,168,65,82,1500,2300,3.4,0.0447,Active
MCH0477,LIN007,FAC003,Hydraulic Press,Schuler,SCH-618,2017-07-27,8.9,High,465,60,78,800,1400,3.2,0.0645,Standby
MCH0478,LIN008,FAC003,Hydraulic Press,Schuler,SCH-909,2020-08-26,5.8,Low,461,60,78,800,1400,3.2,0.0309,Active
MCH0479,LIN007,FAC003,Hydraulic Press,Schuler,SCH-138,2022-01-17,4.4,Medium,104,60,78,800,1400,3.2,0.0271,Active
MCH0480,LIN019,FAC007,Assembly Robot,ABB,ABB-391,2023-09-04,2.8,Medium,234,45,70,1400,2100,2.2,0.0227,Active
MCH0481,LIN004,FAC002,Assembly Robot,ABB,ABB-334,2015-07-16,11.0,Medium,242,45,70,1400,2100,2.2,0.0452,Under Maintenance
MCH0482,LIN024,FAC008,Packaging Line,Krones,KRO-908,2013-06-06,13.1,Low,361,40,65,700,1300,2.0,0.051,Active
MCH0483,LIN029,FAC010,Industrial Furnace,Thermax,THE-676,2020-02-07,6.4,High,467,350,520,0,0,1.5,0.0576,Standby
MCH0484,LIN019,FAC007,Grinding Machine,Bosch Rexroth,BOS-968,2012-09-23,13.8,Critical,438,65,82,1500,2300,3.4,0.078,Active
MCH0485,LIN007,FAC003,CNC Milling,Makino,MAK-470,2023-06-04,3.1,High,153,72,85,1800,2400,2.8,0.0485,Active
MCH0486,LIN029,FAC010,CNC Lathe,DMG Mori,DMG-520,2011-11-06,14.6,High,340,68,80,1600,2200,2.7,0.0801,Under Maintenance
MCH0487,LIN023,FAC008,Hydraulic Press,Schuler,SCH-369,2022-05-17,4.1,High,97,60,78,800,1400,3.2,0.0513,Active
MCH0488,LIN023,FAC008,Industrial Furnace,Thermax,THE-208,2019-03-08,7.3,Medium,296,350,520,0,0,1.5,0.0351,Active
MCH0489,LIN003,FAC001,Hydraulic Press,Schuler,SCH-843,2012-04-05,14.2,Critical,139,60,78,800,1400,3.2,0.0791,Under Maintenance
MCH0490,LIN018,FAC006,Assembly Robot,ABB,ABB-665,2016-05-13,10.1,Medium,400,45,70,1400,2100,2.2,0.0428,Active
MCH0491,LIN021,FAC007,CNC Lathe,DMG Mori,DMG-155,2023-12-28,2.5,Medium,346,68,80,1600,2200,2.7,0.0219,Active
MCH0492,LIN009,FAC003,CNC Milling,Makino,MAK-865,2023-11-13,2.6,High,382,72,85,1800,2400,2.8,0.0471,Active
MCH0493,LIN008,FAC003,Assembly Robot,ABB,ABB-747,2023-12-25,2.5,Low,132,45,70,1400,2100,2.2,0.0219,Standby
MCH0494,LIN001,FAC001,Packaging Line,Krones,KRO-369,2010-07-21,15.9,Low,325,40,65,700,1300,2.0,0.0587,Standby
MCH0495,LIN009,FAC003,Hydraulic Press,Schuler,SCH-399,2010-10-06,15.7,Critical,95,60,78,800,1400,3.2,0.0832,Active
MCH0496,LIN024,FAC008,CNC Lathe,DMG Mori,DMG-791,2021-09-30,4.7,Low,199,68,80,1600,2200,2.7,0.0279,Active
MCH0497,LIN029,FAC010,CNC Milling,Makino,MAK-957,2011-06-16,15.0,High,379,72,85,1800,2400,2.8,0.0813,Under Maintenance
MCH0498,LIN011,FAC004,Hydraulic Press,Schuler,SCH-757,2011-04-27,15.2,Low,230,60,78,800,1400,3.2,0.0568,Under Maintenance
MCH0499,LIN017,FAC006,Assembly Robot,ABB,ABB-306,2013-06-22,13.0,Low,239,45,70,1400,2100,2.2,0.0508,Active
MCH0500,LIN025,FAC009,Packaging Line,Krones,KRO-472,2018-07-26,7.9,Medium,144,40,65,700,1300,2.0,0.0367,Active
MCH0501,LIN019,FAC007,Packaging Line,Krones,KRO-336,2020-03-08,6.3,Low,198,40,65,700,1300,2.0,0.0323,Under Maintenance
MCH0502,LIN011,FAC004,Grinding Machine,Bosch Rexroth,BOS-878,2013-04-10,13.2,Critical,442,65,82,1500,2300,3.4,0.0763,Active
MCH0503,LIN002,FAC001,CNC Lathe,DMG Mori,DMG-976,2012-02-25,14.3,Low,306,68,80,1600,2200,2.7,0.0543,Active
MCH0504,LIN008,FAC003,CNC Milling,Makino,MAK-874,2021-03-09,5.3,Critical,433,72,85,1800,2400,2.8,0.0546,Active
MCH0505,LIN023,FAC008,CNC Lathe,DMG Mori,DMG-609,2017-09-23,8.8,High,389,68,80,1600,2200,2.7,0.0642,Active
MCH0506,LIN001,FAC001,CNC Lathe,DMG Mori,DMG-590,2020-02-24,6.3,Medium,143,68,80,1600,2200,2.7,0.0323,Under Maintenance
MCH0507,LIN006,FAC002,Hydraulic Press,Schuler,SCH-948,2016-10-14,9.7,High,378,60,78,800,1400,3.2,0.0667,Standby
MCH0508,LIN010,FAC004,CNC Milling,Makino,MAK-682,2016-03-25,10.3,Medium,445,72,85,1800,2400,2.8,0.0433,Active
MCH0509,LIN021,FAC007,CNC Lathe,DMG Mori,DMG-688,2014-03-26,12.3,Low,95,68,80,1600,2200,2.7,0.0488,Active
MCH0510,LIN023,FAC008,Hydraulic Press,Schuler,SCH-374,2019-08-02,6.9,Medium,99,60,78,800,1400,3.2,0.034,Standby
MCH0511,LIN004,FAC002,Grinding Machine,Bosch Rexroth,BOS-311,2023-07-03,3.0,Medium,281,65,82,1500,2300,3.4,0.0232,Active
MCH0512,LIN030,FAC010,Grinding Machine,Bosch Rexroth,BOS-220,2018-10-24,7.7,High,189,65,82,1500,2300,3.4,0.0612,Active
MCH0513,LIN027,FAC009,Assembly Robot,ABB,ABB-902,2023-07-10,3.0,High,274,45,70,1400,2100,2.2,0.0483,Active
MCH0514,LIN029,FAC010,Grinding Machine,Bosch Rexroth,BOS-598,2024-12-04,1.6,High,373,65,82,1500,2300,3.4,0.0444,Standby
MCH0515,LIN012,FAC004,CNC Lathe,DMG Mori,DMG-533,2020-04-19,6.2,High,230,68,80,1600,2200,2.7,0.057,Active
MCH0516,LIN030,FAC010,Hydraulic Press,Schuler,SCH-610,2012-06-27,14.0,High,498,60,78,800,1400,3.2,0.0785,Under Maintenance
MCH0517,LIN005,FAC002,Industrial Furnace,Thermax,THE-474,2020-11-12,5.6,Medium,429,350,520,0,0,1.5,0.0304,Active
MCH0518,LIN020,FAC007,CNC Milling,Makino,MAK-662,2010-09-21,15.8,High,206,72,85,1800,2400,2.8,0.0834,Active
MCH0519,LIN030,FAC010,Injection Molding,Husky,HUS-688,2016-06-30,10.0,Medium,192,55,75,1200,1900,3.0,0.0425,Active
MCH0520,LIN005,FAC002,Packaging Line,Krones,KRO-579,2017-09-14,8.8,Low,307,40,65,700,1300,2.0,0.0392,Active
MCH0521,LIN019,FAC007,Assembly Robot,ABB,ABB-468,2016-03-03,10.3,High,142,45,70,1400,2100,2.2,0.0683,Active
MCH0522,LIN024,FAC008,Injection Molding,Husky,HUS-691,2021-07-02,5.0,Low,286,55,75,1200,1900,3.0,0.0287,Active
MCH0523,LIN023,FAC008,CNC Lathe,DMG Mori,DMG-378,2010-10-16,15.7,Medium,452,68,80,1600,2200,2.7,0.0582,Active
MCH0524,LIN016,FAC006,Industrial Furnace,Thermax,THE-667,2012-03-31,14.2,Medium,411,350,520,0,0,1.5,0.0541,Active
MCH0525,LIN017,FAC006,Industrial Furnace,Thermax,THE-736,2019-09-03,6.8,High,111,350,520,0,0,1.5,0.0587,Active
MCH0526,LIN028,FAC010,Grinding Machine,Bosch Rexroth,BOS-476,2015-05-01,11.2,Medium,228,65,82,1500,2300,3.4,0.0458,Under Maintenance
MCH0527,LIN027,FAC009,Hydraulic Press,Schuler,SCH-444,2019-03-30,7.3,Medium,453,60,78,800,1400,3.2,0.0351,Under Maintenance
MCH0528,LIN005,FAC002,CNC Lathe,DMG Mori,DMG-208,2014-09-06,11.8,Low,299,68,80,1600,2200,2.7,0.0475,Active
MCH0529,LIN014,FAC005,Packaging Line,Krones,KRO-106,2018-06-27,8.0,High,252,40,65,700,1300,2.0,0.062,Active
MCH0530,LIN014,FAC005,Industrial Furnace,Thermax,THE-155,2011-12-31,14.5,High,194,350,520,0,0,1.5,0.0799,Active
MCH0531,LIN021,FAC007,Grinding Machine,Bosch Rexroth,BOS-769,2022-11-18,3.6,High,280,65,82,1500,2300,3.4,0.0499,Active
MCH0532,LIN007,FAC003,Grinding Machine,Bosch Rexroth,BOS-295,2016-12-25,9.5,High,323,65,82,1500,2300,3.4,0.0661,Under Maintenance
MCH0533,LIN017,FAC006,Industrial Furnace,Thermax,THE-320,2022-03-17,4.3,High,226,350,520,0,0,1.5,0.0518,Active
MCH0534,LIN027,FAC009,Packaging Line,Krones,KRO-471,2017-07-18,9.0,High,280,40,65,700,1300,2.0,0.0648,Active
MCH0535,LIN025,FAC009,Injection Molding,Husky,HUS-987,2015-09-08,10.8,High,439,55,75,1200,1900,3.0,0.0697,Active
MCH0536,LIN030,FAC010,Hydraulic Press,Schuler,SCH-255,2014-09-30,11.7,Medium,453,60,78,800,1400,3.2,0.0472,Standby
MCH0537,LIN013,FAC005,CNC Lathe,DMG Mori,DMG-649,2015-04-15,11.2,Low,240,68,80,1600,2200,2.7,0.0458,Under Maintenance
MCH0538,LIN003,FAC001,CNC Milling,Makino,MAK-737,2015-11-23,10.6,Medium,140,72,85,1800,2400,2.8,0.0442,Standby
MCH0539,LIN017,FAC006,Assembly Robot,ABB,ABB-445,2020-12-19,5.5,High,410,45,70,1400,2100,2.2,0.0551,Active
MCH0540,LIN026,FAC009,Hydraulic Press,Schuler,SCH-292,2021-11-28,4.6,Medium,389,60,78,800,1400,3.2,0.0277,Active
MCH0541,LIN019,FAC007,Injection Molding,Husky,HUS-486,2014-01-14,12.5,Medium,399,55,75,1200,1900,3.0,0.0494,Active
MCH0542,LIN004,FAC002,CNC Milling,Makino,MAK-777,2023-10-16,2.7,Medium,115,72,85,1800,2400,2.8,0.0224,Under Maintenance
MCH0543,LIN019,FAC007,CNC Milling,Makino,MAK-977,2013-02-10,13.4,Medium,258,72,85,1800,2400,2.8,0.0519,Active
MCH0544,LIN003,FAC001,Grinding Machine,Bosch Rexroth,BOS-368,2013-08-14,12.9,Low,450,65,82,1500,2300,3.4,0.0505,Under Maintenance
MCH0545,LIN004,FAC002,Injection Molding,Husky,HUS-323,2016-04-20,10.2,High,436,55,75,1200,1900,3.0,0.068,Standby
MCH0546,LIN024,FAC008,Industrial Furnace,Thermax,THE-362,2022-10-18,3.7,Medium,475,350,520,0,0,1.5,0.0252,Under Maintenance
MCH0547,LIN005,FAC002,CNC Milling,Makino,MAK-387,2018-01-27,8.4,Medium,361,72,85,1800,2400,2.8,0.0381,Standby
MCH0548,LIN011,FAC004,Grinding Machine,Bosch Rexroth,BOS-235,2015-12-27,10.5,High,192,65,82,1500,2300,3.4,0.0689,Standby
MCH0549,LIN013,FAC005,CNC Lathe,DMG Mori,DMG-287,2019-04-03,7.2,High,249,68,80,1600,2200,2.7,0.0598,Standby
MCH0550,LIN019,FAC007,Grinding Machine,Bosch Rexroth,BOS-846,2018-07-23,7.9,Critical,383,65,82,1500,2300,3.4,0.0617,Active
MCH0551,LIN025,FAC009,CNC Milling,Makino,MAK-884,2020-03-25,6.3,Critical,119,72,85,1800,2400,2.8,0.0573,Active
MCH0552,LIN012,FAC004,Injection Molding,Husky,HUS-354,2016-12-03,9.6,High,278,55,75,1200,1900,3.0,0.0664,Standby
MCH0553,LIN013,FAC005,Injection Molding,Husky,HUS-566,2018-12-27,7.5,High,442,55,75,1200,1900,3.0,0.0606,Standby
MCH0554,LIN028,FAC010,CNC Milling,Makino,MAK-220,2011-02-20,15.4,Medium,317,72,85,1800,2400,2.8,0.0573,Active
MCH0555,LIN021,FAC007,Industrial Furnace,Thermax,THE-623,2022-09-12,3.8,Medium,263,350,520,0,0,1.5,0.0255,Active
MCH0556,LIN013,FAC005,CNC Lathe,DMG Mori,DMG-185,2021-05-22,5.1,High,150,68,80,1600,2200,2.7,0.054,Active
MCH0557,LIN030,FAC010,Grinding Machine,Bosch Rexroth,BOS-731,2024-11-02,1.7,Medium,324,65,82,1500,2300,3.4,0.0197,Active
MCH0558,LIN025,FAC009,CNC Lathe,DMG Mori,DMG-808,2010-07-29,15.9,Low,155,68,80,1600,2200,2.7,0.0587,Active
MCH0559,LIN019,FAC007,CNC Milling,Makino,MAK-884,2010-12-19,15.5,Medium,142,72,85,1800,2400,2.8,0.0576,Active
MCH0560,LIN024,FAC008,Hydraulic Press,Schuler,SCH-769,2023-06-22,3.0,Medium,369,60,78,800,1400,3.2,0.0232,Active
MCH0561,LIN029,FAC010,Assembly Robot,ABB,ABB-112,2011-12-27,14.5,Low,238,45,70,1400,2100,2.2,0.0549,Active
